,NP,NP_Synthesis,Drug_dose (μg/disk),NP_concentration (μg/ml),NP size_avg (nm),shape,method,Bacteria,Drug,reference,time (hr),Valance_electron,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","growth_temp, C",biosafety_level,isolated_from,MaxAbsEStateIndex,MinEStateIndex,qed,BCUT2D_MWHI,AvgIpc,BalabanJ,PEOE_VSA13,PEOE_VSA14,PEOE_VSA4,PEOE_VSA6,PEOE_VSA8,SlogP_VSA4,SlogP_VSA8,EState_VSA6,EState_VSA7,VSA_EState9,NumAliphaticCarbocycles,fr_ArN,fr_Imine,fr_alkyl_halide,fr_allylic_oxid,fr_unbrch_alkane,Drug_class,ZOI_drug (mm),ZOI_NP (mm),ZOI_Drug_NP (mm)
136,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Acinetobacter baumannii,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,2,urine,11.12947795,-1.286897326,0.18159831,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,0,0,Aminoglycoside ,12.0,6.8622313,14.0
137,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Streptococcus mutans,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37,2,carious dentine,12.3475389,-1.056554474,0.553031528,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,0,0,Lactams,12.0,7.417173,10.0
138,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Pseudomonas aeruginosa,Faropenem,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,2,soil,11.97425217,-1.09917328,0.728720196,32.16671152,2.916462868,1.912371889,0.0,5.969305288,0.0,11.76188495,11.51201848,5.917906046,0.0,6.9237372,0.0,0.0,0,0,0,0,0,0,Carboxylic acids and derivatives,12.0,7.6775556,13.0
139,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,2,soil,13.31702838,-2.89477903,0.291563932,16.35438124,2.699637654,3.06e-06,5.907179729,0.0,0.0,19.05647134,11.49101058,11.83581209,0.0,19.05647134,0.0,2.975209358,3,0,0,0,0,0,Tetracyclines,12.0,9.754721,8.0
140,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,12.3475389,-1.056554474,0.553031528,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,0,0,Lactams,12.0,10.116367,12.0
141,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,13.31702838,-2.89477903,0.291563932,16.35438124,2.699637654,3.06e-06,5.907179729,0.0,0.0,19.05647134,11.49101058,11.83581209,0.0,19.05647134,0.0,2.975209358,3,0,0,0,0,0,Tetracyclines,12.0,10.116367,12.0
142,Ag,chem_synthesis_reduction_by_D_glucose,10.0,100.0,10.0,spherical,disc_diffusion,Salmonella enterica,Ampicillin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,24,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,37,2,food,12.33417297,-1.033228263,0.674878289,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,0,0,Organoheterocyclic compounds,12.0,10.305156,27.07
143,Ag,chem_synthesis_reduction_by_D_glucose,15.0,100.0,10.0,spherical,disc_diffusion,Bacillus cereus,Erythromycin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,24,11,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus cereus,pathogenic,p,4.0,30,2,food,14.07322487,-1.994405755,0.237872506,16.71366525,3.051689271,2.183066335,0.0,5.969305288,0.0,27.6949488,37.32617813,23.67162418,0.0,41.5424232,25.9189909,5.176381084,0,0,0,0,0,0,Organooxygen compounds,12.0,10.581678,14.67
144,Ag,chem_synthesis_reduction_by_D_glucose,30.0,100.0,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,Amoxycillin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,24,11,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,2,soil,12.3475389,-1.056554474,0.553031528,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,0,0,Lactams,12.0,14.123303,18.93
145,Ag,chem_synthesis_reduction_by_D_glucose,15.0,100.0,10.0,spherical,disc_diffusion,Klebsiella pneumoniae,Erythromycin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,24,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,30,2,respiratory tract,14.07322487,-1.994405755,0.237872506,16.71366525,3.051689271,2.183066335,0.0,5.969305288,0.0,27.6949488,37.32617813,23.67162418,0.0,41.5424232,25.9189909,5.176381084,0,0,0,0,0,0,Organooxygen compounds,12.33,13.344622,19.2
146,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Enterobacter cloacae,Faropenem,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae,opportunistic pathogen,n,12.0,30,2,water,11.97425217,-1.09917328,0.728720196,32.16671152,2.916462868,1.912371889,0.0,5.969305288,0.0,11.76188495,11.51201848,5.917906046,0.0,6.9237372,0.0,0.0,0,0,0,0,0,0,Carboxylic acids and derivatives,13.0,5.698365,13.0
147,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Enterobacter cloacae,Rifampicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae,opportunistic pathogen,n,12.0,30,2,water,14.42562962,-2.042566018,0.109484845,16.70616735,3.461567498,1.703590875,11.69042468,11.75641644,5.101407526,45.92300912,87.33070199,30.59536138,10.77244843,44.85590154,7.047671983,3.420644351,0,0,0,0,2,0,Macrolactams,13.0,5.698365,13.0
148,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Staphylococcus aureus,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,2,skin,12.33417297,-1.033228263,0.674878289,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,0,0,Organoheterocyclic compounds,13.0,5.9446993,9.0
149,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,37,2,respiratory tract,12.91680492,-1.306214252,0.130680273,32.16802576,3.266455922,1.507133729,17.6943478,11.52857218,4.983978521,16.91759768,23.93344197,0.0,0.0,0.0,0.0,2.723496797,0,1,0,0,0,0,Lactams,13.0,7.4120326,15.0
150,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Streptococcus mutans,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37,2,carious dentine,13.11432809,-1.753218546,0.14740151,32.1666812,3.279136562,1.551044932,11.81435946,5.969305288,0.0,11.2220798,28.83875504,0.0,0.0,29.09352093,6.066367068,0.0,0,1,0,0,0,0,Lactams,13.0,7.417173,11.0
151,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Streptococcus mutans,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37,2,carious dentine,12.33417297,-1.033228263,0.674878289,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,0,0,Organoheterocyclic compounds,13.0,7.417173,12.0
152,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Serratia odorifera,Rifampicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Bacteria,Serratia odorifera,opportunistic pathogen,n,6.0,30,1,soil,14.42562962,-2.042566018,0.109484845,16.70616735,3.461567498,1.703590875,11.69042468,11.75641644,5.101407526,45.92300912,87.33070199,30.59536138,10.77244843,44.85590154,7.047671983,3.420644351,0,0,0,0,2,0,Macrolactams,13.0,8.357065,13.0
153,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Klebsiella pneumoniae,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,30,2,respiratory tract,13.31702838,-2.89477903,0.291563932,16.35438124,2.699637654,3.06e-06,5.907179729,0.0,0.0,19.05647134,11.49101058,11.83581209,0.0,19.05647134,0.0,2.975209358,3,0,0,0,0,0,Tetracyclines,13.0,8.987657,13.0
154,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Vibrio parahaemolyticus,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Bacteria,Vibrio parahaemolyticus,pathogenic,n,8.0,30,2,water,12.33417297,-1.033228263,0.674878289,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,0,0,Organoheterocyclic compounds,13.0,9.21346,14.0
155,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Vibrio parahaemolyticus,Nitrofurantoin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Bacteria,Vibrio parahaemolyticus,pathogenic,n,8.0,30,2,water,11.06077649,-0.691042953,0.345747846,16.64845383,2.822017561,2.070287586,0.0,11.91529671,5.101407526,0.0,0.0,10.11431827,0.0,0.0,5.316788604,0.0,0,0,0,0,0,0,Azolidines,13.0,9.21346,19.0
156,Ag,chem_synthesis_reduction_by_D_glucose,15.0,100.0,10.0,spherical,disc_diffusion,Staphylococcus aureus,Erythromycin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,24,11,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,2,skin,14.07322487,-1.994405755,0.237872506,16.71366525,3.051689271,2.183066335,0.0,5.969305288,0.0,27.6949488,37.32617813,23.67162418,0.0,41.5424232,25.9189909,5.176381084,0,0,0,0,0,0,Organooxygen compounds,13.0,11.454214,18.77
157,Ag,chem_synthesis_reduction_by_D_glucose,30.0,100.0,10.0,spherical,disc_diffusion,Staphylococcus aureus,Kanamycin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,24,11,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,2,skin,10.93437059,-1.661604858,0.166853652,16.72393442,2.785013665,1.722064446,0.0,0.0,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,Organooxygen compounds,13.0,11.454214,19.17
158,Ag,chem_synthesis_reduction_by_D_glucose,15.0,100.0,10.0,spherical,disc_diffusion,Escherichia coli,Erythromycin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,24,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,14.07322487,-1.994405755,0.237872506,16.71366525,3.051689271,2.183066335,0.0,5.969305288,0.0,27.6949488,37.32617813,23.67162418,0.0,41.5424232,25.9189909,5.176381084,0,0,0,0,0,0,Organooxygen compounds,13.0,12.404947,27.07
159,Ag,green_synthesis  by Bacillus sp.,50.0,10.0,28.0,spherical,disc_diffusion,Salmonella typhi,Chloramphenicol,https://link.springer.com/article/10.1007/s12010-014-0852-z,24,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhi,pathogenic,n,168.0,37,2,blood,11.30478637,-1.325823356,0.409070928,35.53916853,2.431670248,2.82115815,11.594566,0.0,0.0,23.20187978,12.13273414,10.11431827,0.0,0.0,0.0,0.0,0,0,0,2,0,0,Benzene derivatives,13.0,13.0,20.0
160,Ag,chem_synthesis_reduction_by_D_glucose,30.0,100.0,10.0,spherical,disc_diffusion,Escherichia coli,Amoxycillin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,24,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,12.3475389,-1.056554474,0.553031528,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,0,0,Lactams,13.8,12.404947,20.07
161,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Enterobacter cloacae,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae,opportunistic pathogen,n,12.0,30,2,water,12.33417297,-1.033228263,0.674878289,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,0,0,Organoheterocyclic compounds,14.0,5.698365,14.0
162,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Escherichia coli,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,12.3475389,-1.056554474,0.553031528,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,0,0,Lactams,14.0,6.1570377,14.0
163,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Streptococcus mutans,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37,2,carious dentine,12.91680492,-1.306214252,0.130680273,32.16802576,3.266455922,1.507133729,17.6943478,11.52857218,4.983978521,16.91759768,23.93344197,0.0,0.0,0.0,0.0,2.723496797,0,1,0,0,0,0,Lactams,14.0,7.417173,14.0
164,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Pseudomonas aeruginosa,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,2,soil,12.57843074,-1.755830655,0.113063794,16.72419483,2.923761602,1.847903729,0.0,0.0,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,Organooxygen compounds,14.0,7.6775556,22.0
165,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Salmonella typhi,Faropenem,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhi,pathogenic,n,168.0,37,2,blood,11.97425217,-1.09917328,0.728720196,32.16671152,2.916462868,1.912371889,0.0,5.969305288,0.0,11.76188495,11.51201848,5.917906046,0.0,6.9237372,0.0,0.0,0,0,0,0,0,0,Carboxylic acids and derivatives,14.0,7.982969,14.0
166,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Bacillus subtilis,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,30,1,soil,12.91680492,-1.306214252,0.130680273,32.16802576,3.266455922,1.507133729,17.6943478,11.52857218,4.983978521,16.91759768,23.93344197,0.0,0.0,0.0,0.0,2.723496797,0,1,0,0,0,0,Lactams,14.0,9.944718,14.0
167,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,10.93437059,-1.661604858,0.166853652,16.72393442,2.785013665,1.722064446,0.0,0.0,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,Organooxygen compounds,14.0,10.116367,16.0
168,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Neisseria mucosa,Nalidixic acid,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Bacteria,Neisseria mucosa,opportunistic pathogen,n,24.0,30,2,sputum,11.91519274,-1.208634259,0.849523695,16.36620625,2.28567803,2.946743973,0.0,5.969305288,0.0,0.0,18.43552797,6.9237372,11.03340144,16.69983378,13.8474744,0.0,0,0,0,0,0,0,Diazanaphthalenes,14.0,13.990253,14.0
169,Ag,green_synthesis  by Bacillus sp.,10.0,10.0,28.0,spherical,disc_diffusion,Staphylococcus epidermidis,Gentamicin,https://link.springer.com/article/10.1007/s12010-014-0852-z,24,11,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37,2,nose,11.12947795,-1.286897326,0.18159831,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,0,0,Aminoglycoside ,14.0,15.0,15.0
170,Ag,chem_synthesis_reduction_by_D_glucose,30.0,100.0,10.0,spherical,disc_diffusion,Escherichia coli,Tetracycline,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,24,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,13.31369504,-2.745033659,0.336110462,16.34969918,2.679151582,2.047922027,5.907179729,0.0,0.0,12.13273414,17.40891662,11.83581209,0.0,0.0,0.0,3.062499608,3,0,0,0,0,0,Tetracyclines,14.83,12.404947,20.97
171,Ag,chem_synthesis_reduction_by_D_glucose,30.0,100.0,10.0,spherical,disc_diffusion,Staphylococcus epidermidis,Kanamycin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,24,11,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37,2,nose,10.93437059,-1.661604858,0.166853652,16.72393442,2.785013665,1.722064446,0.0,0.0,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,Organooxygen compounds,14.87,10.545747,23.67
172,Ag,green_synthesis using extract of corn leaves,5.0,25.0,45.26,spherical,disc_diffusion,Escherichia coli,Kanamycin,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,24,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,10.93437059,-1.661604858,0.166853652,16.72393442,2.785013665,1.722064446,0.0,0.0,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,Organooxygen compounds,14.87361847,16.38859,12.45
173,Ag,chem_synthesis_reduction_by_D_glucose,10.0,100.0,10.0,spherical,disc_diffusion,Staphylococcus epidermidis,Ampicillin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,24,11,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37,2,nose,12.33417297,-1.033228263,0.674878289,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,0,0,Organoheterocyclic compounds,14.9,10.545747,18.37
174,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Acinetobacter baumannii,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,2,urine,11.30478637,-1.325823356,0.409070928,35.53916853,2.431670248,2.82115815,11.594566,0.0,0.0,23.20187978,12.13273414,10.11431827,0.0,0.0,0.0,0.0,0,0,0,2,0,0,Benzene derivatives,15.0,7.524017,14.0
175,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Pseudomonas aeruginosa,Rifampicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,2,soil,14.42562962,-2.042566018,0.109484845,16.70616735,3.461567498,1.703590875,11.69042468,11.75641644,5.101407526,45.92300912,87.33070199,30.59536138,10.77244843,44.85590154,7.047671983,3.420644351,0,0,0,0,2,0,Macrolactams,15.0,7.6775556,15.0
