,NP,NP_Synthesis,shape,method,Bacteria,time (hr),Phylum,Class,Order,Family,Superkingdom,bac_type,gram,isolated_from,NP_concentration (μg/ml),NP size_min (nm),NP size_max (nm),Valance_electron,amw,lipinskiHBA,NumHBA,chi0v,kappa1,"min_Incub_period, h","growth_temp, C",biosafety_level,reference,ZOI_NP (mm)
418,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Streptococcus pneumoniae,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,pathogenic,p,respiratory tract,200.0,25.8,25.8,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,3.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,18.0
419,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,200.0,25.8,25.8,16,79.865,2,2,2.878049394,3.314285714,0.16,30.0,1.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,16.0
420,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Proteus vulgaris,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,opportunistic pathogen,n,soil,200.0,25.8,25.8,16,79.865,2,2,2.878049394,3.314285714,24.0,30.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,17.0
421,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,200.0,25.8,25.8,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,18.0
422,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,200.0,25.8,25.8,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,14.0
423,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Eukaryota,pathogenic,f,mouth,200.0,25.8,25.8,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,24.0
424,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,250.0,25.8,25.8,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,23.0
425,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Streptococcus pneumoniae,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,pathogenic,p,respiratory tract,250.0,25.8,25.8,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,3.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,22.0
426,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,250.0,25.8,25.8,16,79.865,2,2,2.878049394,3.314285714,0.16,30.0,1.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,18.0
427,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Proteus vulgaris,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,opportunistic pathogen,n,soil,250.0,25.8,25.8,16,79.865,2,2,2.878049394,3.314285714,24.0,30.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,20.0
428,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,250.0,25.8,25.8,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,21.0
429,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,250.0,25.8,25.8,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,20.0
430,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Eukaryota,pathogenic,f,mouth,250.0,25.8,25.8,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,26.0
431,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,200.0,33.0,33.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,18.0
432,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Streptococcus pneumoniae,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,pathogenic,p,respiratory tract,200.0,33.0,33.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,3.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,16.0
433,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,200.0,33.0,33.0,16,79.865,2,2,2.878049394,3.314285714,0.16,30.0,1.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,14.0
434,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Proteus vulgaris,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,opportunistic pathogen,n,soil,200.0,33.0,33.0,16,79.865,2,2,2.878049394,3.314285714,24.0,30.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,16.0
435,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,200.0,33.0,33.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,22.0
436,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,200.0,33.0,33.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,13.0
437,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Eukaryota,pathogenic,f,mouth,200.0,33.0,33.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,20.0
438,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,250.0,33.0,33.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,21.0
439,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Streptococcus pneumoniae,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,pathogenic,p,respiratory tract,250.0,33.0,33.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,3.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,21.0
440,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,250.0,33.0,33.0,16,79.865,2,2,2.878049394,3.314285714,0.16,30.0,1.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,18.0
441,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Proteus vulgaris,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,opportunistic pathogen,n,soil,250.0,33.0,33.0,16,79.865,2,2,2.878049394,3.314285714,24.0,30.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,17.0
442,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,250.0,33.0,33.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,24.0
443,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,250.0,33.0,33.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,16.0
444,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Eukaryota,pathogenic,f,mouth,250.0,33.0,33.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,21.0
445,TiO2,green_synthesis using  A. calamus plant leaf extract,semi-spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,10.0,15.0,200.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://www.mdpi.com/2073-4344/12/2/181#table_body_display_catalysts-12-00181-t001,9.0
446,TiO2,green_synthesis using  A. calamus plant leaf extract,semi-spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,10.0,15.0,200.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.mdpi.com/2073-4344/12/2/181#table_body_display_catalysts-12-00181-t001,6.0
447,TiO2,green_synthesis using  A. calamus plant leaf extract,semi-spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,10.0,15.0,200.0,16,79.865,2,2,2.878049394,3.314285714,0.16,30.0,1.0,https://www.mdpi.com/2073-4344/12/2/181#table_body_display_catalysts-12-00181-t001,12.0
448,TiO2,green_synthesis using  A. calamus plant leaf extract,semi-spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10.0,15.0,200.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.mdpi.com/2073-4344/12/2/181#table_body_display_catalysts-12-00181-t001,10.0
450,TiO2,chemical_synthesis by two step sol-gel preparation,globular,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,10.0,20.0,300.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.mdpi.com/2073-4344/12/2/181#table_body_display_catalysts-12-00181-t001,6.0
451,TiO2,chemical_synthesis by two step sol-gel preparation,globular,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,10.0,20.0,300.0,16,79.865,2,2,2.878049394,3.314285714,0.16,30.0,1.0,https://www.mdpi.com/2073-4344/12/2/181#table_body_display_catalysts-12-00181-t001,9.0
452,TiO2,chemical_synthesis by two step sol-gel preparation,globular,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10.0,20.0,300.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.mdpi.com/2073-4344/12/2/181#table_body_display_catalysts-12-00181-t001,10.0
453,TiO2,green_synthesis using  A. calamus plant leaf extract,semi-spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,20.0,15.0,200.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://www.mdpi.com/2073-4344/12/2/181#table_body_display_catalysts-12-00181-t001,10.0
454,TiO2,green_synthesis using  A. calamus plant leaf extract,semi-spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,20.0,15.0,200.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.mdpi.com/2073-4344/12/2/181#table_body_display_catalysts-12-00181-t001,8.0
455,TiO2,green_synthesis using  A. calamus plant leaf extract,semi-spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,20.0,15.0,200.0,16,79.865,2,2,2.878049394,3.314285714,0.16,30.0,1.0,https://www.mdpi.com/2073-4344/12/2/181#table_body_display_catalysts-12-00181-t001,14.0
456,TiO2,green_synthesis using  A. calamus plant leaf extract,semi-spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20.0,15.0,200.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.mdpi.com/2073-4344/12/2/181#table_body_display_catalysts-12-00181-t001,12.0
457,TiO2,chemical_synthesis by two step sol-gel preparation,globular,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,20.0,20.0,300.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://www.mdpi.com/2073-4344/12/2/181#table_body_display_catalysts-12-00181-t001,6.0
458,TiO2,chemical_synthesis by two step sol-gel preparation,globular,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,20.0,20.0,300.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.mdpi.com/2073-4344/12/2/181#table_body_display_catalysts-12-00181-t001,8.0
459,TiO2,chemical_synthesis by two step sol-gel preparation,globular,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,20.0,20.0,300.0,16,79.865,2,2,2.878049394,3.314285714,0.16,30.0,1.0,https://www.mdpi.com/2073-4344/12/2/181#table_body_display_catalysts-12-00181-t001,8.0
460,TiO2,chemical_synthesis by two step sol-gel preparation,globular,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20.0,20.0,300.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.mdpi.com/2073-4344/12/2/181#table_body_display_catalysts-12-00181-t001,11.0
461,TiO2,chemical_synthesis by hydrolsis,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10000.0,12.0,22.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S002554081732024X#bib0110,11.0
462,TiO2,chemical_synthesis by hydrolsis,spherical,well_diffusion,Streptococcus oralis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,opportunistic pathogen,p,respiratory tract,10000.0,12.0,22.0,16,79.865,2,2,2.878049394,3.314285714,24.0,35.0,2.0,https://www.sciencedirect.com/science/article/pii/S002554081732024X#bib0110,8.0
463,TiO2,chemical_synthesis by hydrolsis,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,10000.0,12.0,22.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S002554081732024X#bib0110,9.0
464,TiO2,chemical_synthesis by hydrolsis,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,10000.0,12.0,22.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S002554081732024X#bib0110,8.0
465,TiO2,chemical_synthesis by hydrolsis,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,15000.0,12.0,22.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S002554081732024X#bib0110,14.0
466,TiO2,chemical_synthesis by hydrolsis,spherical,well_diffusion,Streptococcus oralis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,opportunistic pathogen,p,respiratory tract,15000.0,12.0,22.0,16,79.865,2,2,2.878049394,3.314285714,24.0,35.0,2.0,https://www.sciencedirect.com/science/article/pii/S002554081732024X#bib0110,10.0
467,TiO2,chemical_synthesis by hydrolsis,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,15000.0,12.0,22.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S002554081732024X#bib0110,12.0
468,TiO2,chemical_synthesis by hydrolsis,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,15000.0,12.0,22.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S002554081732024X#bib0110,11.0
469,TiO2,chemical_synthesis by hydrolsis,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10000.0,12.0,22.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S002554081732024X#bib0110,6.0
470,TiO2,chemical_synthesis by hydrolsis,spherical,well_diffusion,Streptococcus oralis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,opportunistic pathogen,p,respiratory tract,10000.0,12.0,22.0,16,79.865,2,2,2.878049394,3.314285714,24.0,35.0,2.0,https://www.sciencedirect.com/science/article/pii/S002554081732024X#bib0110,5.0
471,TiO2,chemical_synthesis by hydrolsis,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,10000.0,12.0,22.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S002554081732024X#bib0110,5.0
473,TiO2,chemical_synthesis by hydrolsis,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20000.0,12.0,22.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S002554081732024X#bib0110,13.0
474,TiO2,chemical_synthesis by hydrolsis,spherical,well_diffusion,Streptococcus oralis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,opportunistic pathogen,p,respiratory tract,20000.0,12.0,22.0,16,79.865,2,2,2.878049394,3.314285714,24.0,35.0,2.0,https://www.sciencedirect.com/science/article/pii/S002554081732024X#bib0110,11.0
475,TiO2,chemical_synthesis by hydrolsis,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,20000.0,12.0,22.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S002554081732024X#bib0110,10.0
476,TiO2,chemical_synthesis by hydrolsis,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,20000.0,12.0,22.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S002554081732024X#bib0110,12.0
477,TiO2,purchased from nanoshel,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,350.0,25.0,25.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.1080/17458080.2014.902544,12.0
