,Bacteria,Drug,reference,time (hr),MDR,Phylum,Class,Order,Family,Genus,bac_type,gram,"min_Incub_period, h","growth_temp, C",isolated_from,MaxAbsEStateIndex,MinEStateIndex,MolWt,PEOE_VSA11,PEOE_VSA13,PEOE_VSA8,SMR_VSA2,SMR_VSA9,MIC_drug_log
440,Pseudomonas aeruginosa,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,2.079441542
441,Pseudomonas aeruginosa,Imipenem,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,11.93841503,-1.104253643,299.352,0,0,23.62356815,5.409283606,0,2.079441542
442,Pseudomonas aeruginosa,Ceftriaxone,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,12.91680492,-1.306214252,554.592,15.99967996,17.6943478,23.93344197,0,5.879988336,3.465735903
443,Pseudomonas aeruginosa,Ceftazidime,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,1.386294361
444,Pseudomonas aeruginosa,Ampicillin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,2.772588722
445,Pseudomonas aeruginosa,Ciprofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,0.693147181
446,Pseudomonas aeruginosa,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,1.386294361
447,Klebsiella pneumoniae,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,2.079441542
448,Klebsiella pneumoniae,Imipenem,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,11.93841503,-1.104253643,299.352,0,0,23.62356815,5.409283606,0,2.079441542
449,Klebsiella pneumoniae,Ceftazidime,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,2.772588722
450,Klebsiella pneumoniae,Ampicillin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,2.772588722
451,Klebsiella pneumoniae,Ciprofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,0.693147181
452,Klebsiella pneumoniae,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,2.079441542
453,Klebsiella pneumoniae,Tetracycline,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,2.079441542
454,Klebsiella pneumoniae,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,-0.693147181
455,Acinetobacter baumannii,Gentamycin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,11.12947795,-1.291217054,1390.728,37.74016038,0,54.87948304,0,0,0.693147181
456,Acinetobacter baumannii,Imipenem,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,11.93841503,-1.104253643,299.352,0,0,23.62356815,5.409283606,0,2.079441542
457,Acinetobacter baumannii,Ceftazidime,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,13.11432809,-1.753218546,546.587,29.78168703,11.81435946,28.83875504,0,0,2.772588722
458,Acinetobacter baumannii,Ampicillin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,2.772588722
459,Acinetobacter baumannii,Ciprofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,14.60768519,-1.27510223,331.347,0,0,43.80393424,0,0,0
460,Acinetobacter baumannii,Levofloxacin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,14.98365316,-1.315329409,361.373,11.56673267,0,32.3758692,0,5.749511833,0
461,Acinetobacter baumannii,Tetracycline,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,0
462,Acinetobacter baumannii,Colistin,https://pubs.acs.org/doi/full/10.1021/ja4058635,24,0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pathogenic,n,24,37,urine,14.42691455,-1.637790428,2296.971,0,0,39.02066887,0,0,-0.693147181
463,Klebsiella pneumoniae,Ampicillin,https://link.springer.com/article/10.1007/s11051-012-1413-4,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,-2.302585093
464,Pseudomonas aeruginosa,Ampicillin,https://link.springer.com/article/10.1007/s11051-012-1413-4,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,-2.748872196
465,Sphingomonas paucimobilis,Ampicillin,https://link.springer.com/article/10.1007/s11051-012-1413-4,24,0,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,opportunistic pathogen,n,6,30,soil,12.33417297,-1.033228263,349.412,0,0,4.747022453,0,0,5.545177444
466,Escherichia coli,Ceftriaxone,https://link.springer.com/article/10.1007/s11051-012-1413-4,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48,37,urine,12.91680492,-1.306214252,554.592,15.99967996,17.6943478,23.93344197,0,5.879988336,-3.665162927
467,Klebsiella pneumoniae,Ceftriaxone,https://link.springer.com/article/10.1007/s11051-012-1413-4,24,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,opportunistic pathogen,n,24,30,respiratory tract,12.91680492,-1.306214252,554.592,15.99967996,17.6943478,23.93344197,0,5.879988336,-2.302585093
468,Pseudomonas aeruginosa,Ceftriaxone,https://link.springer.com/article/10.1007/s11051-012-1413-4,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,12.91680492,-1.306214252,554.592,15.99967996,17.6943478,23.93344197,0,5.879988336,-2.748872196
469,Sphingomonas paucimobilis,Ceftriaxone,https://link.springer.com/article/10.1007/s11051-012-1413-4,24,0,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,opportunistic pathogen,n,6,30,soil,12.91680492,-1.306214252,554.592,15.99967996,17.6943478,23.93344197,0,5.879988336,-3.688879454
470,Proteus mirabilis,Amoxicillin,https://www.mdpi.com/1420-3049/24/17/3055,12,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,pathogenic,n,24,37,urine,12.3475389,-1.056554474,365.411,0,0,4.747022453,0,5.749511833,4.248495242
471,Proteus mirabilis,Amoxicillin,https://www.mdpi.com/1420-3049/24/17/3055,12,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,pathogenic,n,24,37,urine,12.3475389,-1.056554474,365.411,0,0,4.747022453,0,5.749511833,4.941642423
472,Staphylococcus aureus,Tetracycline,https://www.sciencedirect.com/science/article/pii/S1773224717309218#sec3,24,0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,-2.995732274
473,Staphylococcus aureus,Tetracycline,https://www.sciencedirect.com/science/article/pii/S1773224717309218#sec3,24,1,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24,37,skin,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,2.48490665
474,Pseudomonas aeruginosa,Tetracycline,https://www.sciencedirect.com/science/article/pii/S1773224717309218#sec3,24,0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,2.48490665
475,Pseudomonas aeruginosa,Tetracycline,https://www.sciencedirect.com/science/article/pii/S1773224717309218#sec3,24,1,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,1.824549292
476,Pseudomonas aeruginosa,Tetracycline,https://www.sciencedirect.com/science/article/pii/S1773224717309218#sec3,24,1,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24,37,soil,13.31369504,-2.745033659,444.44,11.38429576,5.907179729,17.40891662,0,5.749511833,2.48490665
