,NP,NP_Synthesis,NP size_avg (nm),shape,method,Bacteria,Drug,reference,time (hr),MDR,amw,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","growth_temp, C",isolated_from,MaxAbsEStateIndex,MinEStateIndex,SPS,MolWt,PEOE_VSA11,PEOE_VSA13,PEOE_VSA4,PEOE_VSA8,SMR_VSA2,SMR_VSA7,SlogP_VSA8,EState_VSA6,EState_VSA7,fr_alkyl_halide,fr_allylic_oxid,MIC_NP_log,Drug_class,MIC_drug_log,MIC_drug_NP_log
150,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Staphylococcus aureus,Vancomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,1,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,16.01721414,-2.345197559,29.43564356,1449.271,29.93485761,0.0,0.0,34.71646842,0.0,116.725296,11.12690298,0.0,13.8474744,0,0,2.558822975,carboxylic acids,6.238324625039508,4.1588830833596715
151,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Staphylococcus aureus,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,0.0,43.80393424,0.0,39.93357762,10.90292493,6.066367068,9.467009379,0,0,2.558822975,Quinolines,-4.199705077879927,-4.199705077879927
152,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Staphylococcus aureus,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,13.31702838,-2.89477903,33.33333333,462.455,11.38429576,5.907179729,0.0,11.49101058,0.0,51.99054299,0.0,19.05647134,0.0,0,0,2.558822975,Tetracyclines,1.3862943611198906,-0.6931471805599453
153,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Staphylococcus aureus,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,13.31369504,-2.745033659,34.375,444.44,11.38429576,5.907179729,0.0,17.40891662,0.0,51.99054299,0.0,0.0,0.0,0,0,2.558822975,Tetracyclines,0.6931471805599453,-1.3862943611198906
154,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Staphylococcus aureus,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,1,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,11.30478637,-1.325823356,13.85,323.132,4.83626969,11.594566,0.0,12.13273414,0.0,39.94323803,0.0,0.0,0.0,2,0,2.558822975,Benzene derivatives,6.238324625039508,4.852030263919617
155,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Staphylococcus aureus,Trimethoprim,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,5.848108466,0.15383521,10.23809524,290.323,11.49902367,0.0,4.983978521,18.18111669,0.0,29.45648069,0.0,27.5262362,12.13273414,0,0,2.558822975,phenol ethers,-1.3862943611198906,-2.8134107167600364
156,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Streptococcus mutans,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,1,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37,carious dentine,12.33417297,-1.033228263,28.70833333,349.412,0.0,0.0,0.0,4.747022453,0.0,35.89528683,0.0,38.11294267,6.066367068,0,0,3.578488275,Organoheterocyclic compounds,4.1588830833596715,0.6931471805599453
157,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Streptococcus mutans,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,1,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37,carious dentine,13.11432809,-1.753218546,19.67567568,546.587,29.78168703,11.81435946,0.0,28.83875504,0.0,52.93692296,0.0,29.09352093,6.066367068,0,0,3.578488275,Lactams,2.772588722239781,-4.199705077879927
158,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Streptococcus mutans,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37,carious dentine,12.91680492,-1.306214252,19.55555556,554.592,15.99967996,17.6943478,4.983978521,23.93344197,0.0,32.69793869,0.0,0.0,0.0,0,0,3.578488275,Lactams,0.6931471805599453,-4.199705077879927
159,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Streptococcus mutans,Vancomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,1,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37,carious dentine,16.01721414,-2.345197559,29.43564356,1449.271,29.93485761,0.0,0.0,34.71646842,0.0,116.725296,11.12690298,0.0,13.8474744,0,0,3.578488275,carboxylic acids,1.3862943611198906,-2.0794415416798357
160,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Streptococcus mutans,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37,carious dentine,13.31369504,-2.745033659,34.375,444.44,11.38429576,5.907179729,0.0,17.40891662,0.0,51.99054299,0.0,0.0,0.0,0,0,3.578488275,Tetracyclines,0.0,-4.199705077879927
161,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Streptococcus mutans,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37,carious dentine,11.30478637,-1.325823356,13.85,323.132,4.83626969,11.594566,0.0,12.13273414,0.0,39.94323803,0.0,0.0,0.0,2,0,3.578488275,Benzene derivatives,0.6931471805599453,-4.199705077879927
162,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Streptococcus mutans,Trimethoprim,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37,carious dentine,5.848108466,0.15383521,10.23809524,290.323,11.49902367,0.0,4.983978521,18.18111669,0.0,29.45648069,0.0,27.5262362,12.13273414,0,0,3.578488275,phenol ethers,0.6931471805599453,-4.199705077879927
163,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,12.57843074,-1.755830655,47.05,585.608,12.58005346,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,0,0,2.976076108,Organooxygen compounds,0.0,-4.199705077879927
164,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,2.976076108,Aminoglycoside ,-1.3862943611198906,-4.199705077879927
165,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,10.93437059,-1.661604858,53.72727273,484.503,12.58005346,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,0,0,2.976076108,Organooxygen compounds,0.0,-2.0794415416798357
166,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,0.0,4.747022453,0.0,29.82891977,0.0,13.8474744,0.0,0,0,2.976076108,Lactams,3.4657359027997265,-2.0794415416798357
167,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,12.33417297,-1.033228263,28.70833333,349.412,0.0,0.0,0.0,4.747022453,0.0,35.89528683,0.0,38.11294267,6.066367068,0,0,2.976076108,Organoheterocyclic compounds,2.772588722239781,-2.0794415416798357
168,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,13.11432809,-1.753218546,19.67567568,546.587,29.78168703,11.81435946,0.0,28.83875504,0.0,52.93692296,0.0,29.09352093,6.066367068,0,0,2.976076108,Lactams,-2.0794415416798357,-3.506557897319982
169,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,12.91680492,-1.306214252,19.55555556,554.592,15.99967996,17.6943478,4.983978521,23.93344197,0.0,32.69793869,0.0,0.0,0.0,0,0,2.976076108,Lactams,-0.6931471805599453,-4.199705077879927
170,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,0.0,43.80393424,0.0,39.93357762,10.90292493,6.066367068,9.467009379,0,0,2.976076108,Quinolines,-4.199705077879927,-4.199705077879927
171,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,13.31702838,-2.89477903,33.33333333,462.455,11.38429576,5.907179729,0.0,11.49101058,0.0,51.99054299,0.0,19.05647134,0.0,0,0,2.976076108,Tetracyclines,2.0794415416798357,-4.199705077879927
172,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,13.31369504,-2.745033659,34.375,444.44,11.38429576,5.907179729,0.0,17.40891662,0.0,51.99054299,0.0,0.0,0.0,0,0,2.976076108,Tetracyclines,2.0794415416798357,-4.199705077879927
173,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,11.30478637,-1.325823356,13.85,323.132,4.83626969,11.594566,0.0,12.13273414,0.0,39.94323803,0.0,0.0,0.0,2,0,2.976076108,Benzene derivatives,3.4657359027997265,-2.8134107167600364
174,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Trimethoprim,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,urine,5.848108466,0.15383521,10.23809524,290.323,11.49902367,0.0,4.983978521,18.18111669,0.0,29.45648069,0.0,27.5262362,12.13273414,0,0,2.976076108,phenol ethers,-1.3862943611198906,-1.3862943611198906
175,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Acinetobacter baumannii,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,urine,12.57843074,-1.755830655,47.05,585.608,12.58005346,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,0,0,3.1248182,Organooxygen compounds,4.852030263919617,0.6931471805599453
176,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Acinetobacter baumannii,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,urine,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,3.1248182,Aminoglycoside ,6.238324625039508,0.6931471805599453
177,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Acinetobacter baumannii,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,urine,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,0.0,4.747022453,0.0,29.82891977,0.0,13.8474744,0.0,0,0,3.1248182,Lactams,8.31752199628717,4.1588830833596715
178,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Acinetobacter baumannii,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,urine,12.33417297,-1.033228263,28.70833333,349.412,0.0,0.0,0.0,4.747022453,0.0,35.89528683,0.0,38.11294267,6.066367068,0,0,3.1248182,Organoheterocyclic compounds,8.31752199628717,4.1588830833596715
179,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Acinetobacter baumannii,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,urine,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,0.0,43.80393424,0.0,39.93357762,10.90292493,6.066367068,9.467009379,0,0,3.1248182,Quinolines,2.772588722239781,1.3862943611198906
180,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Acinetobacter baumannii,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,urine,13.31702838,-2.89477903,33.33333333,462.455,11.38429576,5.907179729,0.0,11.49101058,0.0,51.99054299,0.0,19.05647134,0.0,0,0,3.1248182,Tetracyclines,4.1588830833596715,-0.6931471805599453
181,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Acinetobacter baumannii,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,urine,13.31369504,-2.745033659,34.375,444.44,11.38429576,5.907179729,0.0,17.40891662,0.0,51.99054299,0.0,0.0,0.0,0,0,3.1248182,Tetracyclines,4.1588830833596715,-0.6931471805599453
182,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Acinetobacter baumannii,Trimethoprim,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,urine,5.848108466,0.15383521,10.23809524,290.323,11.49902367,0.0,4.983978521,18.18111669,0.0,29.45648069,0.0,27.5262362,12.13273414,0,0,3.1248182,phenol ethers,4.1588830833596715,-0.6931471805599453
183,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Klebsiella aerogenes,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,12.57843074,-1.755830655,47.05,585.608,12.58005346,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,0,0,3.01693089,Organooxygen compounds,0.0,-4.199705077879927
184,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Klebsiella aerogenes,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,3.01693089,Aminoglycoside ,-1.3862943611198906,-4.199705077879927
185,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Klebsiella aerogenes,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,10.93437059,-1.661604858,53.72727273,484.503,12.58005346,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,0,0,3.01693089,Organooxygen compounds,5.545177444479562,-2.0794415416798357
186,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Klebsiella aerogenes,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,0.0,4.747022453,0.0,29.82891977,0.0,13.8474744,0.0,0,0,3.01693089,Lactams,6.931471805599453,0.6931471805599453
187,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Klebsiella aerogenes,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,12.33417297,-1.033228263,28.70833333,349.412,0.0,0.0,0.0,4.747022453,0.0,35.89528683,0.0,38.11294267,6.066367068,0,0,3.01693089,Organoheterocyclic compounds,4.852030263919617,-2.0794415416798357
188,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Klebsiella aerogenes,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,13.11432809,-1.753218546,19.67567568,546.587,29.78168703,11.81435946,0.0,28.83875504,0.0,52.93692296,0.0,29.09352093,6.066367068,0,0,3.01693089,Lactams,0.0,-4.199705077879927
189,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Klebsiella aerogenes,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,12.91680492,-1.306214252,19.55555556,554.592,15.99967996,17.6943478,4.983978521,23.93344197,0.0,32.69793869,0.0,0.0,0.0,0,0,3.01693089,Lactams,-4.199705077879927,-4.199705077879927
190,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Klebsiella aerogenes,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,0.0,43.80393424,0.0,39.93357762,10.90292493,6.066367068,9.467009379,0,0,3.01693089,Quinolines,-4.199705077879927,-4.199705077879927
191,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Klebsiella aerogenes,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,13.31702838,-2.89477903,33.33333333,462.455,11.38429576,5.907179729,0.0,11.49101058,0.0,51.99054299,0.0,19.05647134,0.0,0,0,3.01693089,Tetracyclines,3.4657359027997265,-4.199705077879927
192,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Klebsiella aerogenes,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,13.31369504,-2.745033659,34.375,444.44,11.38429576,5.907179729,0.0,17.40891662,0.0,51.99054299,0.0,0.0,0.0,0,0,3.01693089,Tetracyclines,3.4657359027997265,-4.199705077879927
