,NP,NP_Synthesis,NP_concentration (μg/ml),NP size_min (nm),NP size_max (nm),NP size_avg (nm),shape,method,Bacteria,ZOI_NP (mm),reference,time (hr),MDR,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeavyAtoms,NumAtoms,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,chi0v,chi1v,chi2v,chi3v,chi4v,chi0n,chi1n,chi2n,chi3n,chi4n,hallKierAlpha,kappa1,kappa2,kappa3,Phi,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","avg_Incub_period, h","max_Incub_period, h","growth_temp, C",biosafety_level,isolated_from
348,Au,green_synthesis by Deinococcus radiodurans,80.0,43.75,90.0,43.75,spherical and triangular,disc_diffusion,Escherichia coli,9.21,https://www.tandfonline.com/doi/full/10.2147/IJN.S119618,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
349,Au,green_synthesis by Deinococcus radiodurans,80.0,43.75,90.0,43.75,spherical and triangular,disc_diffusion,Staphylococcus aureus,8.95,https://www.tandfonline.com/doi/full/10.2147/IJN.S119618,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
350,Au,green_synthesis using Olea europaea and Acacia nilotica,0.2,45.0,45.0,45.0,spherical,disc_diffusion,Escherichia coli,11.2,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
351,Au,green_synthesis using Olea europaea and Acacia nilotica,0.2,45.0,45.0,45.0,spherical,disc_diffusion,Klebsiella pneumoniae,10.25,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
352,Au,green_synthesis using Olea europaea and Acacia nilotica,0.2,45.0,45.0,45.0,spherical,disc_diffusion,Pseudomonas aeruginosa,8.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
353,Au,green_synthesis using Olea europaea and Acacia nilotica,0.2,45.0,45.0,45.0,spherical,disc_diffusion,Bacillus subtilis,9.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,7.08,14.0,30.0,1.0,soil
354,Au,green_synthesis using Olea europaea and Acacia nilotica,1.0,45.0,45.0,45.0,spherical,disc_diffusion,Escherichia coli,13.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
355,Au,green_synthesis using Olea europaea and Acacia nilotica,1.0,45.0,45.0,45.0,spherical,disc_diffusion,Klebsiella pneumoniae,11.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
356,Au,green_synthesis using Olea europaea and Acacia nilotica,1.0,45.0,45.0,45.0,spherical,disc_diffusion,Pseudomonas aeruginosa,6.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
357,Au,green_synthesis using Olea europaea and Acacia nilotica,1.0,45.0,45.0,45.0,spherical,disc_diffusion,Bacillus subtilis,8.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,7.08,14.0,30.0,1.0,soil
358,Au,green_synthesis using Olea europaea and Acacia nilotica,2.0,45.0,45.0,45.0,spherical,disc_diffusion,Escherichia coli,14.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
359,Au,green_synthesis using Olea europaea and Acacia nilotica,2.0,45.0,45.0,45.0,spherical,disc_diffusion,Klebsiella pneumoniae,12.2,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
360,Au,green_synthesis using Olea europaea and Acacia nilotica,2.0,45.0,45.0,45.0,spherical,disc_diffusion,Pseudomonas aeruginosa,4.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
361,Au,green_synthesis using Olea europaea and Acacia nilotica,2.0,45.0,45.0,45.0,spherical,disc_diffusion,Bacillus subtilis,6.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,7.08,14.0,30.0,1.0,soil
362,Au,green_synthesis using L. rhinocerotis extracts,500.0,54.4,110.4,82.4,spherical,well_diffusion,Staphylococcus aureus,12.9,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
363,Au,green_synthesis using L. rhinocerotis extracts,250.0,57.1,68.7,62.9,spherical,well_diffusion,Staphylococcus aureus,12.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
364,Au,green_synthesis using L. rhinocerotis extracts,125.0,42.8,56.2,49.5,spherical,well_diffusion,Staphylococcus aureus,11.4,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
365,Au,green_synthesis using L. rhinocerotis extracts,500.0,54.4,110.4,82.4,spherical,well_diffusion,Pseudomonas aeruginosa,15.2,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
366,Au,green_synthesis using L. rhinocerotis extracts,250.0,57.1,68.7,62.9,spherical,well_diffusion,Pseudomonas aeruginosa,16.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
367,Au,green_synthesis using L. rhinocerotis extracts,125.0,42.8,56.2,49.5,spherical,well_diffusion,Pseudomonas aeruginosa,15.4,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
368,Au,green_synthesis using L. rhinocerotis extracts,500.0,54.4,110.4,82.4,spherical,well_diffusion,Escherichia coli,15.3,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
369,Au,green_synthesis using L. rhinocerotis extracts,250.0,57.1,68.7,62.9,spherical,well_diffusion,Escherichia coli,12.3,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
370,Au,green_synthesis using L. rhinocerotis extracts,125.0,42.8,56.2,49.5,spherical,well_diffusion,Escherichia coli,14.7,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
371,Au,green_synthesis using L. rhinocerotis extracts,250.0,93.2,115.6,104.4,spherical,well_diffusion,Staphylococcus aureus,11.2,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
372,Au,green_synthesis using L. rhinocerotis extracts,125.0,56.9,103.7,80.3,spherical,well_diffusion,Staphylococcus aureus,11.2,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
373,Au,green_synthesis using L. rhinocerotis extracts,250.0,93.2,115.6,104.4,spherical,well_diffusion,Pseudomonas aeruginosa,13.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
374,Au,green_synthesis using L. rhinocerotis extracts,125.0,56.9,103.7,80.3,spherical,well_diffusion,Pseudomonas aeruginosa,14.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
375,Au,green_synthesis using L. rhinocerotis extracts,250.0,93.2,115.6,104.4,spherical,well_diffusion,Escherichia coli,12.3,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
376,Au,green_synthesis using L. rhinocerotis extracts,125.0,56.9,103.7,80.3,spherical,well_diffusion,Escherichia coli,12.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
377,Au,green_synthesis using L. rhinocerotis extracts,200.0,10.0,12.0,11.0,spherical,well_diffusion,Staphylococcus aureus,7.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
378,Au,green_synthesis using L. rhinocerotis extracts,200.0,10.0,12.0,11.0,spherical,well_diffusion,Pseudomonas aeruginosa,3.8,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
379,Au,green_synthesis using L. rhinocerotis extracts,400.0,10.0,12.0,11.0,spherical,well_diffusion,Staphylococcus aureus,6.8,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
380,Au,green_synthesis using L. rhinocerotis extracts,400.0,10.0,12.0,11.0,spherical,well_diffusion,Pseudomonas aeruginosa,6.9,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
381,Au,green_synthesis using L. rhinocerotis extracts,600.0,10.0,12.0,11.0,spherical,well_diffusion,Staphylococcus aureus,7.1,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
382,Au,green_synthesis using L. rhinocerotis extracts,600.0,10.0,12.0,11.0,spherical,well_diffusion,Pseudomonas aeruginosa,9.9,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
383,Au,green_synthesis using L. rhinocerotis extracts,800.0,10.0,12.0,11.0,spherical,well_diffusion,Staphylococcus aureus,10.5,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
384,Au,green_synthesis using L. rhinocerotis extracts,800.0,10.0,12.0,11.0,spherical,well_diffusion,Pseudomonas aeruginosa,9.9,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
385,Au,green_synthesis using L. rhinocerotis extracts,1000.0,10.0,12.0,11.0,spherical,well_diffusion,Staphylococcus aureus,10.7,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,24.0,0.0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
